! Time(s)	BldPitch1(rad)	BldPitch2(rad)	BldPitch3(rad)	GenTq(Nm)	YawRate(rad/s)
9.37500000	0.03224948	0.03224948	0.03224948	40000.00000000	0.00055557
9.40000000	0.03229129	0.03229129	0.03229129	40000.00000000	0.00055688
9.42500000	0.03233277	0.03233277	0.03233277	40000.00000000	0.00055818
9.45000000	0.03237394	0.03237394	0.03237394	40000.00000000	0.00055948
9.47500000	0.03241479	0.03241479	0.03241479	40000.00000000	0.00056078
9.50000000	0.03245532	0.03245532	0.03245532	40000.00000000	0.00056208
9.52500000	0.03249553	0.03249553	0.03249553	40000.00000000	0.00056338
9.55000000	0.03253542	0.03253542	0.03253542	40000.00000000	0.00056468
9.57500000	0.03257499	0.03257499	0.03257499	40000.00000000	0.00056597
9.60000000	0.03261423	0.03261423	0.03261423	40000.00000000	0.00056727
9.62500000	0.03265316	0.03265316	0.03265316	40000.00000000	0.00056856
9.65000000	0.03269176	0.03269176	0.03269176	40000.00000000	0.00056985
9.67500000	0.03273004	0.03273004	0.03273004	40000.00000000	0.00057114
9.70000000	0.03276799	0.03276799	0.03276799	40000.00000000	0.00057243
9.72500000	0.03280563	0.03280563	0.03280563	40000.00000000	0.00057372
9.75000000	0.03284293	0.03284293	0.03284293	40000.00000000	0.00057501
9.77500000	0.03287992	0.03287992	0.03287992	40000.00000000	0.00057629
9.80000000	0.03291658	0.03291658	0.03291658	40000.00000000	0.00057757
9.82500000	0.03295291	0.03295291	0.03295291	40000.00000000	0.00057885
9.85000000	0.03298892	0.03298892	0.03298892	40000.00000000	0.00058013
9.87500000	0.03302461	0.03302461	0.03302461	40000.00000000	0.00058141
9.90000000	0.03305997	0.03305997	0.03305997	40000.00000000	0.00058269
9.92500000	0.03309500	0.03309500	0.03309500	40000.00000000	0.00058397
9.95000000	0.03312971	0.03312971	0.03312971	40000.00000000	0.00058524
9.97500000	0.03316408	0.03316408	0.03316408	40000.00000000	0.00058651
10.00000000	0.03319814	0.03319814	0.03319814	40000.00000000	0.00058779
10.02500000	0.03323186	0.03323186	0.03323186	40000.00000000	0.00058906
10.05000000	0.03326525	0.03326525	0.03326525	40000.00000000	0.00059032
10.07500000	0.03329832	0.03329832	0.03329832	40000.00000000	0.00059159
10.10000000	0.03333106	0.03333106	0.03333106	40000.00000000	0.00059286
10.12500000	0.03336347	0.03336347	0.03336347	40000.00000000	0.00059412
10.15000000	0.03339555	0.03339555	0.03339555	40000.00000000	0.00059538
10.17500000	0.03342730	0.03342730	0.03342730	40000.00000000	0.00059665
10.20000000	0.03345872	0.03345872	0.03345872	40000.00000000	0.00059790
10.22500000	0.03348981	0.03348981	0.03348981	40000.00000000	0.00059916
10.25000000	0.03352057	0.03352057	0.03352057	40000.00000000	0.00060042
10.27500000	0.03355100	0.03355100	0.03355100	40000.00000000	0.00060168
10.30000000	0.03358110	0.03358110	0.03358110	40000.00000000	0.00060293
10.32500000	0.03361087	0.03361087	0.03361087	40000.00000000	0.00060418
10.35000000	0.03364030	0.03364030	0.03364030	40000.00000000	0.00060543
10.37500000	0.03366941	0.03366941	0.03366941	40000.00000000	0.00060668
10.40000000	0.03369818	0.03369818	0.03369818	40000.00000000	0.00060793
10.42500000	0.03372661	0.03372661	0.03372661	40000.00000000	0.00060918
10.45000000	0.03375472	0.03375472	0.03375472	40000.00000000	0.00061042
10.47500000	0.03378249	0.03378249	0.03378249	40000.00000000	0.00061167
10.50000000	0.03380993	0.03380993	0.03380993	40000.00000000	0.00061291
10.52500000	0.03383704	0.03383704	0.03383704	40000.00000000	0.00061415
10.55000000	0.03386381	0.03386381	0.03386381	40000.00000000	0.00061539
10.57500000	0.03389024	0.03389024	0.03389024	40000.00000000	0.00061662
10.60000000	0.03391635	0.03391635	0.03391635	40000.00000000	0.00061786
10.62500000	0.03394211	0.03394211	0.03394211	40000.00000000	0.00061909
10.65000000	0.03396755	0.03396755	0.03396755	40000.00000000	0.00062033
10.67500000	0.03399264	0.03399264	0.03399264	40000.00000000	0.00062156
10.70000000	0.03401741	0.03401741	0.03401741	40000.00000000	0.00062279
10.72500000	0.03404183	0.03404183	0.03404183	40000.00000000	0.00062402
10.75000000	0.03406592	0.03406592	0.03406592	40000.00000000	0.00062524
10.77500000	0.03408968	0.03408968	0.03408968	40000.00000000	0.00062647
10.80000000	0.03411309	0.03411309	0.03411309	40000.00000000	0.00062769
10.82500000	0.03413617	0.03413617	0.03413617	40000.00000000	0.00062891
10.85000000	0.03415892	0.03415892	0.03415892	40000.00000000	0.00063013
10.87500000	0.03418132	0.03418132	0.03418132	40000.00000000	0.00063135
10.90000000	0.03420339	0.03420339	0.03420339	40000.00000000	0.00063257
10.92500000	0.03422513	0.03422513	0.03422513	40000.00000000	0.00063379
10.95000000	0.03424652	0.03424652	0.03424652	40000.00000000	0.00063500
10.97500000	0.03426758	0.03426758	0.03426758	40000.00000000	0.00063621
11.00000000	0.03428829	0.03428829	0.03428829	40000.00000000	0.00063742
11.02500000	0.03430867	0.03430867	0.03430867	40000.00000000	0.00063863
11.05000000	0.03432871	0.03432871	0.03432871	40000.00000000	0.00063984
11.07500000	0.03434842	0.03434842	0.03434842	40000.00000000	0.00064105
11.10000000	0.03436778	0.03436778	0.03436778	40000.00000000	0.00064225
11.12500000	0.03438680	0.03438680	0.03438680	40000.00000000	0.00064346
11.15000000	0.03440549	0.03440549	0.03440549	40000.00000000	0.00064466
11.17500000	0.03442383	0.03442383	0.03442383	40000.00000000	0.00064586
11.20000000	0.03444184	0.03444184	0.03444184	40000.00000000	0.00064706
11.22500000	0.03445950	0.03445950	0.03445950	40000.00000000	0.00064825
11.25000000	0.03447683	0.03447683	0.03447683	40000.00000000	0.00064945
11.27500000	0.03449381	0.03449381	0.03449381	40000.00000000	0.00065064
11.30000000	0.03451046	0.03451046	0.03451046	40000.00000000	0.00065183
11.32500000	0.03452676	0.03452676	0.03452676	40000.00000000	0.00065302
11.35000000	0.03454272	0.03454272	0.03454272	40000.00000000	0.00065421
11.37500000	0.03455834	0.03455834	0.03455834	40000.00000000	0.00065540
11.40000000	0.03457363	0.03457363	0.03457363	40000.00000000	0.00065659
11.42500000	0.03458857	0.03458857	0.03458857	40000.00000000	0.00065777
11.45000000	0.03460316	0.03460316	0.03460316	40000.00000000	0.00065895
11.47500000	0.03461742	0.03461742	0.03461742	40000.00000000	0.00066013
11.50000000	0.03463134	0.03463134	0.03463134	40000.00000000	0.00066131
11.52500000	0.03464491	0.03464491	0.03464491	40000.00000000	0.00066249
11.55000000	0.03465814	0.03465814	0.03465814	40000.00000000	0.00066367
11.57500000	0.03467103	0.03467103	0.03467103	40000.00000000	0.00066484
11.60000000	0.03468358	0.03468358	0.03468358	40000.00000000	0.00066601
11.62500000	0.03469578	0.03469578	0.03469578	40000.00000000	0.00066718
11.65000000	0.03470765	0.03470765	0.03470765	40000.00000000	0.00066835
11.67500000	0.03471917	0.03471917	0.03471917	40000.00000000	0.00066952
11.70000000	0.03473034	0.03473034	0.03473034	40000.00000000	0.00067069
11.72500000	0.03474118	0.03474118	0.03474118	40000.00000000	0.00067185
11.75000000	0.03475167	0.03475167	0.03475167	40000.00000000	0.00067301
11.77500000	0.03476182	0.03476182	0.03476182	40000.00000000	0.00067417
11.80000000	0.03477162	0.03477162	0.03477162	40000.00000000	0.00067533
11.82500000	0.03478108	0.03478108	0.03478108	40000.00000000	0.00067649
11.85000000	0.03479020	0.03479020	0.03479020	40000.00000000	0.00067765
11.87500000	0.03479898	0.03479898	0.03479898	40000.00000000	0.00067880
11.90000000	0.03480741	0.03480741	0.03480741	40000.00000000	0.00067995
11.92500000	0.03481550	0.03481550	0.03481550	40000.00000000	0.00068110
11.95000000	0.03482325	0.03482325	0.03482325	40000.00000000	0.00068225
11.97500000	0.03483065	0.03483065	0.03483065	40000.00000000	0.00068340
12.00000000	0.03483770	0.03483770	0.03483770	40000.00000000	0.00068455
12.02500000	0.03484442	0.03484442	0.03484442	40000.00000000	0.00068569
12.05000000	0.03485079	0.03485079	0.03485079	40000.00000000	0.00068683
12.07500000	0.03485681	0.03485681	0.03485681	40000.00000000	0.00068797
12.10000000	0.03486250	0.03486250	0.03486250	40000.00000000	0.00068911
12.12500000	0.03486783	0.03486783	0.03486783	40000.00000000	0.00069025
12.15000000	0.03487283	0.03487283	0.03487283	40000.00000000	0.00069139
12.17500000	0.03487748	0.03487748	0.03487748	40000.00000000	0.00069252
12.20000000	0.03488178	0.03488178	0.03488178	40000.00000000	0.00069365
12.22500000	0.03488574	0.03488574	0.03488574	40000.00000000	0.00069478
12.25000000	0.03488936	0.03488936	0.03488936	40000.00000000	0.00069591
12.27500000	0.03489263	0.03489263	0.03489263	40000.00000000	0.00069704
12.30000000	0.03489556	0.03489556	0.03489556	40000.00000000	0.00069817
12.32500000	0.03489814	0.03489814	0.03489814	40000.00000000	0.00069929
12.35000000	0.03490038	0.03490038	0.03490038	40000.00000000	0.00070041
12.37500000	0.03490228	0.03490228	0.03490228	40000.00000000	0.00070153
12.40000000	0.03490383	0.03490383	0.03490383	40000.00000000	0.00070265
12.42500000	0.03490503	0.03490503	0.03490503	40000.00000000	0.00070377
12.45000000	0.03490590	0.03490590	0.03490590	40000.00000000	0.00070488
12.47500000	0.03490641	0.03490641	0.03490641	40000.00000000	0.00070600
12.50000000	0.03490659	0.03490659	0.03490659	40000.00000000	0.00070711
12.52500000	0.03490641	0.03490641	0.03490641	40000.00000000	0.00070822
12.55000000	0.03490590	0.03490590	0.03490590	40000.00000000	0.00070932
12.57500000	0.03490503	0.03490503	0.03490503	40000.00000000	0.00071043
12.60000000	0.03490383	0.03490383	0.03490383	40000.00000000	0.00071154
12.62500000	0.03490228	0.03490228	0.03490228	40000.00000000	0.00071264
12.65000000	0.03490038	0.03490038	0.03490038	40000.00000000	0.00071374
12.67500000	0.03489814	0.03489814	0.03489814	40000.00000000	0.00071484
12.70000000	0.03489556	0.03489556	0.03489556	40000.00000000	0.00071594
12.72500000	0.03489263	0.03489263	0.03489263	40000.00000000	0.00071703
12.75000000	0.03488936	0.03488936	0.03488936	40000.00000000	0.00071813
12.77500000	0.03488574	0.03488574	0.03488574	40000.00000000	0.00071922
12.80000000	0.03488178	0.03488178	0.03488178	40000.00000000	0.00072031
12.82500000	0.03487748	0.03487748	0.03487748	40000.00000000	0.00072140
12.85000000	0.03487283	0.03487283	0.03487283	40000.00000000	0.00072248
12.87500000	0.03486783	0.03486783	0.03486783	40000.00000000	0.00072357
12.90000000	0.03486250	0.03486250	0.03486250	40000.00000000	0.00072465
12.92500000	0.03485681	0.03485681	0.03485681	40000.00000000	0.00072573
12.95000000	0.03485079	0.03485079	0.03485079	40000.00000000	0.00072681
12.97500000	0.03484442	0.03484442	0.03484442	40000.00000000	0.00072789
13.00000000	0.03483770	0.03483770	0.03483770	40000.00000000	0.00072897
13.02500000	0.03483065	0.03483065	0.03483065	40000.00000000	0.00073004
13.05000000	0.03482325	0.03482325	0.03482325	40000.00000000	0.00073112
13.07500000	0.03481550	0.03481550	0.03481550	40000.00000000	0.00073219
13.10000000	0.03480741	0.03480741	0.03480741	40000.00000000	0.00073326
13.12500000	0.03479898	0.03479898	0.03479898	40000.00000000	0.00073432
13.15000000	0.03479020	0.03479020	0.03479020	40000.00000000	0.00073539
13.17500000	0.03478108	0.03478108	0.03478108	40000.00000000	0.00073645
13.20000000	0.03477162	0.03477162	0.03477162	40000.00000000	0.00073751
13.22500000	0.03476182	0.03476182	0.03476182	40000.00000000	0.00073857
13.25000000	0.03475167	0.03475167	0.03475167	40000.00000000	0.00073963
13.27500000	0.03474118	0.03474118	0.03474118	40000.00000000	0.00074069
13.30000000	0.03473034	0.03473034	0.03473034	40000.00000000	0.00074174
13.32500000	0.03471917	0.03471917	0.03471917	40000.00000000	0.00074279
13.35000000	0.03470765	0.03470765	0.03470765	40000.00000000	0.00074385
13.37500000	0.03469578	0.03469578	0.03469578	40000.00000000	0.00074489
13.40000000	0.03468358	0.03468358	0.03468358	40000.00000000	0.00074594
13.42500000	0.03467103	0.03467103	0.03467103	40000.00000000	0.00074699
13.45000000	0.03465814	0.03465814	0.03465814	40000.00000000	0.00074803
13.47500000	0.03464491	0.03464491	0.03464491	40000.00000000	0.00074907
13.50000000	0.03463134	0.03463134	0.03463134	40000.00000000	0.00075011
13.52500000	0.03461742	0.03461742	0.03461742	40000.00000000	0.00075115
13.55000000	0.03460316	0.03460316	0.03460316	40000.00000000	0.00075218
13.57500000	0.03458857	0.03458857	0.03458857	40000.00000000	0.00075322
13.60000000	0.03457363	0.03457363	0.03457363	40000.00000000	0.00075425
13.62500000	0.03455834	0.03455834	0.03455834	40000.00000000	0.00075528
13.65000000	0.03454272	0.03454272	0.03454272	40000.00000000	0.00075631
13.67500000	0.03452676	0.03452676	0.03452676	40000.00000000	0.00075734
13.70000000	0.03451046	0.03451046	0.03451046	40000.00000000	0.00075836
13.72500000	0.03449381	0.03449381	0.03449381	40000.00000000	0.00075938
13.75000000	0.03447683	0.03447683	0.03447683	40000.00000000	0.00076041
13.77500000	0.03445950	0.03445950	0.03445950	40000.00000000	0.00076143
13.80000000	0.03444184	0.03444184	0.03444184	40000.00000000	0.00076244
13.82500000	0.03442383	0.03442383	0.03442383	40000.00000000	0.00076346
13.85000000	0.03440549	0.03440549	0.03440549	40000.00000000	0.00076447
13.87500000	0.03438680	0.03438680	0.03438680	40000.00000000	0.00076548
13.90000000	0.03436778	0.03436778	0.03436778	40000.00000000	0.00076649
13.92500000	0.03434842	0.03434842	0.03434842	40000.00000000	0.00076750
13.95000000	0.03432871	0.03432871	0.03432871	40000.00000000	0.00076851
13.97500000	0.03430867	0.03430867	0.03430867	40000.00000000	0.00076951
14.00000000	0.03428829	0.03428829	0.03428829	40000.00000000	0.00077051
14.02500000	0.03426758	0.03426758	0.03426758	40000.00000000	0.00077151
14.05000000	0.03424652	0.03424652	0.03424652	40000.00000000	0.00077251
14.07500000	0.03422513	0.03422513	0.03422513	40000.00000000	0.00077351
14.10000000	0.03420339	0.03420339	0.03420339	40000.00000000	0.00077450
14.12500000	0.03418132	0.03418132	0.03418132	40000.00000000	0.00077550
14.15000000	0.03415892	0.03415892	0.03415892	40000.00000000	0.00077649
14.17500000	0.03413617	0.03413617	0.03413617	40000.00000000	0.00077748
14.20000000	0.03411309	0.03411309	0.03411309	40000.00000000	0.00077846
14.22500000	0.03408968	0.03408968	0.03408968	40000.00000000	0.00077945
14.25000000	0.03406592	0.03406592	0.03406592	40000.00000000	0.00078043
14.27500000	0.03404183	0.03404183	0.03404183	40000.00000000	0.00078141
14.30000000	0.03401741	0.03401741	0.03401741	40000.00000000	0.00078239
14.32500000	0.03399264	0.03399264	0.03399264	40000.00000000	0.00078337
14.35000000	0.03396755	0.03396755	0.03396755	40000.00000000	0.00078434
14.37500000	0.03394211	0.03394211	0.03394211	40000.00000000	0.00078532
14.40000000	0.03391635	0.03391635	0.03391635	40000.00000000	0.00078629
14.42500000	0.03389024	0.03389024	0.03389024	40000.00000000	0.00078726
14.45000000	0.03386381	0.03386381	0.03386381	40000.00000000	0.00078823
14.47500000	0.03383704	0.03383704	0.03383704	40000.00000000	0.00078919
14.50000000	0.03380993	0.03380993	0.03380993	40000.00000000	0.00079016
14.52500000	0.03378249	0.03378249	0.03378249	40000.00000000	0.00079112
14.55000000	0.03375472	0.03375472	0.03375472	40000.00000000	0.00079208
14.57500000	0.03372661	0.03372661	0.03372661	40000.00000000	0.00079303
14.60000000	0.03369818	0.03369818	0.03369818	40000.00000000	0.00079399
14.62500000	0.03366941	0.03366941	0.03366941	40000.00000000	0.00079494
14.65000000	0.03364030	0.03364030	0.03364030	40000.00000000	0.00079590
14.67500000	0.03361087	0.03361087	0.03361087	40000.00000000	0.00079685
14.70000000	0.03358110	0.03358110	0.03358110	40000.00000000	0.00079779
14.72500000	0.03355100	0.03355100	0.03355100	40000.00000000	0.00079874
14.75000000	0.03352057	0.03352057	0.03352057	40000.00000000	0.00079968
14.77500000	0.03348981	0.03348981	0.03348981	40000.00000000	0.00080063
14.80000000	0.03345872	0.03345872	0.03345872	40000.00000000	0.00080157
14.82500000	0.03342730	0.03342730	0.03342730	40000.00000000	0.00080251
14.85000000	0.03339555	0.03339555	0.03339555	40000.00000000	0.00080344
14.87500000	0.03336347	0.03336347	0.03336347	40000.00000000	0.00080438
14.90000000	0.03333106	0.03333106	0.03333106	40000.00000000	0.00080531
14.92500000	0.03329832	0.03329832	0.03329832	40000.00000000	0.00080624
14.95000000	0.03326525	0.03326525	0.03326525	40000.00000000	0.00080717
14.97500000	0.03323186	0.03323186	0.03323186	40000.00000000	0.00080809
15.00000000	0.03319814	0.03319814	0.03319814	40000.00000000	0.00080902
15.02500000	0.03316408	0.03316408	0.03316408	40000.00000000	0.00080994
15.05000000	0.03312971	0.03312971	0.03312971	40000.00000000	0.00081086
15.07500000	0.03309500	0.03309500	0.03309500	40000.00000000	0.00081178
15.10000000	0.03305997	0.03305997	0.03305997	40000.00000000	0.00081269
15.12500000	0.03302461	0.03302461	0.03302461	40000.00000000	0.00081361
15.15000000	0.03298892	0.03298892	0.03298892	40000.00000000	0.00081452
15.17500000	0.03295291	0.03295291	0.03295291	40000.00000000	0.00081543
15.20000000	0.03291658	0.03291658	0.03291658	40000.00000000	0.00081634
15.22500000	0.03287992	0.03287992	0.03287992	40000.00000000	0.00081725
15.25000000	0.03284293	0.03284293	0.03284293	40000.00000000	0.00081815
15.27500000	0.03280563	0.03280563	0.03280563	40000.00000000	0.00081905
15.30000000	0.03276799	0.03276799	0.03276799	40000.00000000	0.00081995
15.32500000	0.03273004	0.03273004	0.03273004	40000.00000000	0.00082085
15.35000000	0.03269176	0.03269176	0.03269176	40000.00000000	0.00082175
15.37500000	0.03265316	0.03265316	0.03265316	40000.00000000	0.00082264
15.40000000	0.03261423	0.03261423	0.03261423	40000.00000000	0.00082353
15.42500000	0.03257499	0.03257499	0.03257499	40000.00000000	0.00082442
15.45000000	0.03253542	0.03253542	0.03253542	40000.00000000	0.00082531
15.47500000	0.03249553	0.03249553	0.03249553	40000.00000000	0.00082620
15.50000000	0.03245532	0.03245532	0.03245532	40000.00000000	0.00082708
15.52500000	0.03241479	0.03241479	0.03241479	40000.00000000	0.00082796
15.55000000	0.03237394	0.03237394	0.03237394	40000.00000000	0.00082884
15.57500000	0.03233277	0.03233277	0.03233277	40000.00000000	0.00082972
15.60000000	0.03229129	0.03229129	0.03229129	40000.00000000	0.00083060
15.62500000	0.03224948	0.03224948	0.03224948	40000.00000000	0.00083147
15.65000000	0.03220735	0.03220735	0.03220735	40000.00000000	0.00083234
15.67500000	0.03216491	0.03216491	0.03216491	40000.00000000	0.00083321
15.70000000	0.03212215	0.03212215	0.03212215	40000.00000000	0.00083408
15.72500000	0.03207907	0.03207907	0.03207907	40000.00000000	0.00083494
15.75000000	0.03203568	0.03203568	0.03203568	40000.00000000	0.00083581
15.77500000	0.03199197	0.03199197	0.03199197	40000.00000000	0.00083667
15.80000000	0.03194794	0.03194794	0.03194794	40000.00000000	0.00083753
15.82500000	0.03190360	0.03190360	0.03190360	40000.00000000	0.00083839
15.85000000	0.03185895	0.03185895	0.03185895	40000.00000000	0.00083924
15.87500000	0.03181398	0.03181398	0.03181398	40000.00000000	0.00084009
15.90000000	0.03176869	0.03176869	0.03176869	40000.00000000	0.00084094
15.92500000	0.03172309	0.03172309	0.03172309	40000.00000000	0.00084179
15.95000000	0.03167718	0.03167718	0.03167718	40000.00000000	0.00084264
15.97500000	0.03163096	0.03163096	0.03163096	40000.00000000	0.00084349
