! Time(s)	BldPitch1(rad)	BldPitch2(rad)	BldPitch3(rad)	GenTq(Nm)	YawRate(rad/s)	Cable1(m)	StC1(N)
6.77500000	0.02625621	0.02625621	0.02625621	40000.00000000	0.00041295	0.58485102	1095716.80296167
6.80000000	0.02632834	0.02632834	0.02632834	40000.00000000	0.00041438	0.58443279	1095852.17890174
6.82500000	0.02640021	0.02640021	0.02640021	40000.00000000	0.00041580	0.58400936	1095985.42629380
6.85000000	0.02647182	0.02647182	0.02647182	40000.00000000	0.00041723	0.58358074	1096116.54217889
6.87500000	0.02654318	0.02654318	0.02654318	40000.00000000	0.00041866	0.58314696	1096245.52364536
6.90000000	0.02661426	0.02661426	0.02661426	40000.00000000	0.00042009	0.58270806	1096372.36782900
6.92500000	0.02668509	0.02668509	0.02668509	40000.00000000	0.00042151	0.58226405	1096497.07191302
6.95000000	0.02675565	0.02675565	0.02675565	40000.00000000	0.00042293	0.58181497	1096619.63312817
6.97500000	0.02682595	0.02682595	0.02682595	40000.00000000	0.00042436	0.58136084	1096740.04875279
7.00000000	0.02689599	0.02689599	0.02689599	40000.00000000	0.00042578	0.58090170	1096858.31611286
7.02500000	0.02696575	0.02696575	0.02696575	40000.00000000	0.00042720	0.58043756	1096974.43258207
7.05000000	0.02703526	0.02703526	0.02703526	40000.00000000	0.00042862	0.57996847	1097088.39558187
7.07500000	0.02710449	0.02710449	0.02710449	40000.00000000	0.00043004	0.57949444	1097200.20258154
7.10000000	0.02717346	0.02717346	0.02717346	40000.00000000	0.00043146	0.57901550	1097309.85109821
7.12500000	0.02724216	0.02724216	0.02724216	40000.00000000	0.00043287	0.57853169	1097417.33869699
7.15000000	0.02731059	0.02731059	0.02731059	40000.00000000	0.00043429	0.57804304	1097522.66299092
7.17500000	0.02737875	0.02737875	0.02737875	40000.00000000	0.00043570	0.57754957	1097625.82164113
7.20000000	0.02744664	0.02744664	0.02744664	40000.00000000	0.00043712	0.57705132	1097726.81235682
7.22500000	0.02751426	0.02751426	0.02751426	40000.00000000	0.00043853	0.57654832	1097825.63289532
7.25000000	0.02758161	0.02758161	0.02758161	40000.00000000	0.00043994	0.57604060	1097922.28106218
7.27500000	0.02764869	0.02764869	0.02764869	40000.00000000	0.00044135	0.57552818	1098016.75471116
7.30000000	0.02771549	0.02771549	0.02771549	40000.00000000	0.00044276	0.57501111	1098109.05174433
7.32500000	0.02778202	0.02778202	0.02778202	40000.00000000	0.00044417	0.57448941	1098199.17011210
7.35000000	0.02784828	0.02784828	0.02784828	40000.00000000	0.00044557	0.57396311	1098287.10781324
7.37500000	0.02791426	0.02791426	0.02791426	40000.00000000	0.00044698	0.57343225	1098372.86289495
7.40000000	0.02797997	0.02797997	0.02797997	40000.00000000	0.00044838	0.57289686	1098456.43345292
7.42500000	0.02804540	0.02804540	0.02804540	40000.00000000	0.00044979	0.57235698	1098537.81763132
7.45000000	0.02811055	0.02811055	0.02811055	40000.00000000	0.00045119	0.57181263	1098617.01362290
7.47500000	0.02817542	0.02817542	0.02817542	40000.00000000	0.00045259	0.57126385	1098694.01966898
7.50000000	0.02824002	0.02824002	0.02824002	40000.00000000	0.00045399	0.57071068	1098768.83405951
7.52500000	0.02830434	0.02830434	0.02830434	40000.00000000	0.00045539	0.57015314	1098841.45513314
7.55000000	0.02836838	0.02836838	0.02836838	40000.00000000	0.00045679	0.56959128	1098911.88127720
7.57500000	0.02843214	0.02843214	0.02843214	40000.00000000	0.00045818	0.56902512	1098980.11092775
7.60000000	0.02849562	0.02849562	0.02849562	40000.00000000	0.00045958	0.56845471	1099046.14256967
7.62500000	0.02855881	0.02855881	0.02855881	40000.00000000	0.00046097	0.56788007	1099109.97473660
7.65000000	0.02862173	0.02862173	0.02862173	40000.00000000	0.00046237	0.56730125	1099171.60601106
7.67500000	0.02868436	0.02868436	0.02868436	40000.00000000	0.00046376	0.56671828	1099231.03502442
7.70000000	0.02874671	0.02874671	0.02874671	40000.00000000	0.00046515	0.56613119	1099288.26045698
7.72500000	0.02880878	0.02880878	0.02880878	40000.00000000	0.00046654	0.56554002	1099343.28103795
7.75000000	0.02887056	0.02887056	0.02887056	40000.00000000	0.00046793	0.56494480	1099396.09554552
7.77500000	0.02893206	0.02893206	0.02893206	40000.00000000	0.00046932	0.56434559	1099446.70280685
7.80000000	0.02899327	0.02899327	0.02899327	40000.00000000	0.00047070	0.56374240	1099495.10169813
7.82500000	0.02905419	0.02905419	0.02905419	40000.00000000	0.00047209	0.56313528	1099541.29114459
7.85000000	0.02911483	0.02911483	0.02911483	40000.00000000	0.00047347	0.56252427	1099585.27012052
7.87500000	0.02917518	0.02917518	0.02917518	40000.00000000	0.00047486	0.56190939	1099627.03764929
7.90000000	0.02923524	0.02923524	0.02923524	40000.00000000	0.00047624	0.56129071	1099666.59280340
7.92500000	0.02929502	0.02929502	0.02929502	40000.00000000	0.00047762	0.56066824	1099703.93470446
7.95000000	0.02935450	0.02935450	0.02935450	40000.00000000	0.00047900	0.56004202	1099739.06252323
7.97500000	0.02941370	0.02941370	0.02941370	40000.00000000	0.00048038	0.55941211	1099771.97547965
8.00000000	0.02947260	0.02947260	0.02947260	40000.00000000	0.00048175	0.55877853	1099802.67284283
8.02500000	0.02953122	0.02953122	0.02953122	40000.00000000	0.00048313	0.55814132	1099831.15393108
8.05000000	0.02958954	0.02958954	0.02958954	40000.00000000	0.00048450	0.55750053	1099857.41811195
8.07500000	0.02964757	0.02964757	0.02964757	40000.00000000	0.00048588	0.55685619	1099881.46480219
8.10000000	0.02970531	0.02970531	0.02970531	40000.00000000	0.00048725	0.55620834	1099903.29346781
8.12500000	0.02976276	0.02976276	0.02976276	40000.00000000	0.00048862	0.55555702	1099922.90362407
8.15000000	0.02981991	0.02981991	0.02981991	40000.00000000	0.00048999	0.55490228	1099940.29483550
8.17500000	0.02987676	0.02987676	0.02987676	40000.00000000	0.00049136	0.55424415	1099955.46671589
8.20000000	0.02993333	0.02993333	0.02993333	40000.00000000	0.00049273	0.55358268	1099968.41892833
8.22500000	0.02998959	0.02998959	0.02998959	40000.00000000	0.00049409	0.55291790	1099979.15118520
8.25000000	0.03004556	0.03004556	0.03004556	40000.00000000	0.00049546	0.55224986	1099987.66324817
8.27500000	0.03010124	0.03010124	0.03010124	40000.00000000	0.00049682	0.55157859	1099993.95492821
8.30000000	0.03015662	0.03015662	0.03015662	40000.00000000	0.00049819	0.55090414	1099998.02608561
8.32500000	0.03021170	0.03021170	0.03021170	40000.00000000	0.00049955	0.55022655	1099999.87662997
8.35000000	0.03026648	0.03026648	0.03026648	40000.00000000	0.00050091	0.54954587	1099999.50652019
8.37500000	0.03032096	0.03032096	0.03032096	40000.00000000	0.00050227	0.54886212	1099996.91576448
8.40000000	0.03037514	0.03037514	0.03037514	40000.00000000	0.00050362	0.54817537	1099992.10442038
8.42500000	0.03042903	0.03042903	0.03042903	40000.00000000	0.00050498	0.54748564	1099985.07259474
8.45000000	0.03048261	0.03048261	0.03048261	40000.00000000	0.00050633	0.54679298	1099975.82044370
8.47500000	0.03053589	0.03053589	0.03053589	40000.00000000	0.00050769	0.54609744	1099964.34817272
8.50000000	0.03058887	0.03058887	0.03058887	40000.00000000	0.00050904	0.54539905	1099950.65603657
8.52500000	0.03064155	0.03064155	0.03064155	40000.00000000	0.00051039	0.54469786	1099934.74433930
8.55000000	0.03069393	0.03069393	0.03069393	40000.00000000	0.00051174	0.54399392	1099916.61343425
8.57500000	0.03074600	0.03074600	0.03074600	40000.00000000	0.00051309	0.54328726	1099896.26372405
8.60000000	0.03079777	0.03079777	0.03079777	40000.00000000	0.00051444	0.54257793	1099873.69566060
8.62500000	0.03084924	0.03084924	0.03084924	40000.00000000	0.00051579	0.54186597	1099848.90974505
8.65000000	0.03090040	0.03090040	0.03090040	40000.00000000	0.00051713	0.54115144	1099821.90652782
8.67500000	0.03095126	0.03095126	0.03095126	40000.00000000	0.00051847	0.54043436	1099792.68660855
8.70000000	0.03100181	0.03100181	0.03100181	40000.00000000	0.00051982	0.53971479	1099761.25063612
8.72500000	0.03105206	0.03105206	0.03105206	40000.00000000	0.00052116	0.53899277	1099727.59930862
8.75000000	0.03110200	0.03110200	0.03110200	40000.00000000	0.00052250	0.53826834	1099691.73337331
8.77500000	0.03115163	0.03115163	0.03115163	40000.00000000	0.00052384	0.53754156	1099653.65362667
8.80000000	0.03120095	0.03120095	0.03120095	40000.00000000	0.00052517	0.53681246	1099613.36091432
8.82500000	0.03124997	0.03124997	0.03124997	40000.00000000	0.00052651	0.53608108	1099570.85613101
8.85000000	0.03129868	0.03129868	0.03129868	40000.00000000	0.00052785	0.53534748	1099526.14022063
8.87500000	0.03134708	0.03134708	0.03134708	40000.00000000	0.00052918	0.53461171	1099479.21417617
8.90000000	0.03139517	0.03139517	0.03139517	40000.00000000	0.00053051	0.53387379	1099430.07903970
8.92500000	0.03144295	0.03144295	0.03144295	40000.00000000	0.00053184	0.53313379	1099378.73590234
8.95000000	0.03149042	0.03149042	0.03149042	40000.00000000	0.00053317	0.53239174	1099325.18590423
8.97500000	0.03153757	0.03153757	0.03153757	40000.00000000	0.00053450	0.53164770	1099269.43023456
9.00000000	0.03158442	0.03158442	0.03158442	40000.00000000	0.00053583	0.53090170	1099211.47013145
9.02500000	0.03163096	0.03163096	0.03163096	40000.00000000	0.00053715	0.53015380	1099151.30688200
9.05000000	0.03167718	0.03167718	0.03167718	40000.00000000	0.00053848	0.52940403	1099088.94182223
9.07500000	0.03172309	0.03172309	0.03172309	40000.00000000	0.00053980	0.52865246	1099024.37633706
9.10000000	0.03176869	0.03176869	0.03176869	40000.00000000	0.00054112	0.52789911	1098957.61186027
9.12500000	0.03181398	0.03181398	0.03181398	40000.00000000	0.00054244	0.52714404	1098888.64987445
9.15000000	0.03185895	0.03185895	0.03185895	40000.00000000	0.00054376	0.52638730	1098817.49191103
9.17500000	0.03190360	0.03190360	0.03190360	40000.00000000	0.00054508	0.52562894	1098744.13955017
9.20000000	0.03194794	0.03194794	0.03194794	40000.00000000	0.00054639	0.52486899	1098668.59442079
9.22500000	0.03199197	0.03199197	0.03199197	40000.00000000	0.00054771	0.52410751	1098590.85820047
9.25000000	0.03203568	0.03203568	0.03203568	40000.00000000	0.00054902	0.52334454	1098510.93261548
9.27500000	0.03207907	0.03207907	0.03207907	40000.00000000	0.00055034	0.52258013	1098428.81944068
9.30000000	0.03212215	0.03212215	0.03212215	40000.00000000	0.00055165	0.52181432	1098344.52049953
9.32500000	0.03216491	0.03216491	0.03216491	40000.00000000	0.00055296	0.52104718	1098258.03766402
9.35000000	0.03220735	0.03220735	0.03220735	40000.00000000	0.00055426	0.52027873	1098169.37285464
9.37500000	0.03224948	0.03224948	0.03224948	40000.00000000	0.00055557	0.51950903	1098078.52804032
9.40000000	0.03229129	0.03229129	0.03229129	40000.00000000	0.00055688	0.51873813	1097985.50523842
9.42500000	0.03233277	0.03233277	0.03233277	40000.00000000	0.00055818	0.51796607	1097890.30651466
9.45000000	0.03237394	0.03237394	0.03237394	40000.00000000	0.00055948	0.51719291	1097792.93398307
9.47500000	0.03241479	0.03241479	0.03241479	40000.00000000	0.00056078	0.51641868	1097693.38980596
9.50000000	0.03245532	0.03245532	0.03245532	40000.00000000	0.00056208	0.51564345	1097591.67619387
9.52500000	0.03249553	0.03249553	0.03249553	40000.00000000	0.00056338	0.51486724	1097487.79540551
9.55000000	0.03253542	0.03253542	0.03253542	40000.00000000	0.00056468	0.51409012	1097381.74974771
9.57500000	0.03257499	0.03257499	0.03257499	40000.00000000	0.00056597	0.51331213	1097273.54157539
9.60000000	0.03261423	0.03261423	0.03261423	40000.00000000	0.00056727	0.51253332	1097163.17329147
9.62500000	0.03265316	0.03265316	0.03265316	40000.00000000	0.00056856	0.51175374	1097050.64734685
9.65000000	0.03269176	0.03269176	0.03269176	40000.00000000	0.00056985	0.51097343	1096935.96624036
9.67500000	0.03273004	0.03273004	0.03273004	40000.00000000	0.00057114	0.51019245	1096819.13251867
9.70000000	0.03276799	0.03276799	0.03276799	40000.00000000	0.00057243	0.50941083	1096700.14877624
9.72500000	0.03280563	0.03280563	0.03280563	40000.00000000	0.00057372	0.50862864	1096579.01765531
9.75000000	0.03284293	0.03284293	0.03284293	40000.00000000	0.00057501	0.50784591	1096455.74184578
9.77500000	0.03287992	0.03287992	0.03287992	40000.00000000	0.00057629	0.50706270	1096330.32408518
9.80000000	0.03291658	0.03291658	0.03291658	40000.00000000	0.00057757	0.50627905	1096202.76715861
9.82500000	0.03295291	0.03295291	0.03295291	40000.00000000	0.00057885	0.50549502	1096073.07389867
9.85000000	0.03298892	0.03298892	0.03298892	40000.00000000	0.00058013	0.50471065	1095941.24718540
9.87500000	0.03302461	0.03302461	0.03302461	40000.00000000	0.00058141	0.50392598	1095807.28994623
9.90000000	0.03305997	0.03305997	0.03305997	40000.00000000	0.00058269	0.50314108	1095671.20515588
9.92500000	0.03309500	0.03309500	0.03309500	40000.00000000	0.00058397	0.50235598	1095532.99583633
9.95000000	0.03312971	0.03312971	0.03312971	40000.00000000	0.00058524	0.50157073	1095392.66505674
9.97500000	0.03316408	0.03316408	0.03316408	40000.00000000	0.00058651	0.50078539	1095250.21593336
10.00000000	0.03319814	0.03319814	0.03319814	40000.00000000	0.00058779	0.50000000	1095105.65162952
10.02500000	0.03323186	0.03323186	0.03323186	40000.00000000	0.00058906	0.49921461	1094958.97535547
10.05000000	0.03326525	0.03326525	0.03326525	40000.00000000	0.00059032	0.49842927	1094810.19036840
10.07500000	0.03329832	0.03329832	0.03329832	40000.00000000	0.00059159	0.49764402	1094659.29997232
10.10000000	0.03333106	0.03333106	0.03333106	40000.00000000	0.00059286	0.49685892	1094506.30751798
10.12500000	0.03336347	0.03336347	0.03336347	40000.00000000	0.00059412	0.49607402	1094351.21640282
10.15000000	0.03339555	0.03339555	0.03339555	40000.00000000	0.00059538	0.49528935	1094194.03007088
10.17500000	0.03342730	0.03342730	0.03342730	40000.00000000	0.00059665	0.49450498	1094034.75201273
10.20000000	0.03345872	0.03345872	0.03345872	40000.00000000	0.00059790	0.49372095	1093873.38576539
10.22500000	0.03348981	0.03348981	0.03348981	40000.00000000	0.00059916	0.49293730	1093709.93491225
10.25000000	0.03352057	0.03352057	0.03352057	40000.00000000	0.00060042	0.49215409	1093544.40308299
10.27500000	0.03355100	0.03355100	0.03355100	40000.00000000	0.00060168	0.49137136	1093376.79395350
10.30000000	0.03358110	0.03358110	0.03358110	40000.00000000	0.00060293	0.49058917	1093207.11124582
10.32500000	0.03361087	0.03361087	0.03361087	40000.00000000	0.00060418	0.48980755	1093035.35872801
10.35000000	0.03364030	0.03364030	0.03364030	40000.00000000	0.00060543	0.48902657	1092861.54021410
10.37500000	0.03366941	0.03366941	0.03366941	40000.00000000	0.00060668	0.48824626	1092685.65956401
10.40000000	0.03369818	0.03369818	0.03369818	40000.00000000	0.00060793	0.48746668	1092507.72068345
10.42500000	0.03372661	0.03372661	0.03372661	40000.00000000	0.00060918	0.48668787	1092327.72752381
10.45000000	0.03375472	0.03375472	0.03375472	40000.00000000	0.00061042	0.48590988	1092145.68408215
10.47500000	0.03378249	0.03378249	0.03378249	40000.00000000	0.00061167	0.48513276	1091961.59440101
10.50000000	0.03380993	0.03380993	0.03380993	40000.00000000	0.00061291	0.48435655	1091775.46256840
10.52500000	0.03383704	0.03383704	0.03383704	40000.00000000	0.00061415	0.48358132	1091587.29271766
10.55000000	0.03386381	0.03386381	0.03386381	40000.00000000	0.00061539	0.48280709	1091397.08902741
10.57500000	0.03389024	0.03389024	0.03389024	40000.00000000	0.00061662	0.48203393	1091204.85572141
10.60000000	0.03391635	0.03391635	0.03391635	40000.00000000	0.00061786	0.48126187	1091010.59706850
10.62500000	0.03394211	0.03394211	0.03394211	40000.00000000	0.00061909	0.48049097	1090814.31738251
10.65000000	0.03396755	0.03396755	0.03396755	40000.00000000	0.00062033	0.47972127	1090616.02102213
10.67500000	0.03399264	0.03399264	0.03399264	40000.00000000	0.00062156	0.47895282	1090415.71239084
10.70000000	0.03401741	0.03401741	0.03401741	40000.00000000	0.00062279	0.47818568	1090213.39593682
10.72500000	0.03404183	0.03404183	0.03404183	40000.00000000	0.00062402	0.47741987	1090009.07615281
10.75000000	0.03406592	0.03406592	0.03406592	40000.00000000	0.00062524	0.47665546	1089802.75757606
10.77500000	0.03408968	0.03408968	0.03408968	40000.00000000	0.00062647	0.47589249	1089594.44478820
10.80000000	0.03411309	0.03411309	0.03411309	40000.00000000	0.00062769	0.47513101	1089384.14241513
10.82500000	0.03413617	0.03413617	0.03413617	40000.00000000	0.00062891	0.47437106	1089171.85512695
10.85000000	0.03415892	0.03415892	0.03415892	40000.00000000	0.00063013	0.47361270	1088957.58763783
10.87500000	0.03418132	0.03418132	0.03418132	40000.00000000	0.00063135	0.47285596	1088741.34470593
10.90000000	0.03420339	0.03420339	0.03420339	40000.00000000	0.00063257	0.47210089	1088523.13113325
10.92500000	0.03422513	0.03422513	0.03422513	40000.00000000	0.00063379	0.47134754	1088302.95176556
10.95000000	0.03424652	0.03424652	0.03424652	40000.00000000	0.00063500	0.47059597	1088080.81149230
10.97500000	0.03426758	0.03426758	0.03426758	40000.00000000	0.00063621	0.46984620	1087856.71524644
11.00000000	0.03428829	0.03428829	0.03428829	40000.00000000	0.00063742	0.46909830	1087630.66800439
11.02500000	0.03430867	0.03430867	0.03430867	40000.00000000	0.00063863	0.46835230	1087402.67478587
11.05000000	0.03432871	0.03432871	0.03432871	40000.00000000	0.00063984	0.46760826	1087172.74065385
11.07500000	0.03434842	0.03434842	0.03434842	40000.00000000	0.00064105	0.46686621	1086940.87071436
11.10000000	0.03436778	0.03436778	0.03436778	40000.00000000	0.00064225	0.46612621	1086707.07011645
11.12500000	0.03438680	0.03438680	0.03438680	40000.00000000	0.00064346	0.46538829	1086471.34405202
11.15000000	0.03440549	0.03440549	0.03440549	40000.00000000	0.00064466	0.46465252	1086233.69775573
11.17500000	0.03442383	0.03442383	0.03442383	40000.00000000	0.00064586	0.46391892	1085994.13650490
11.20000000	0.03444184	0.03444184	0.03444184	40000.00000000	0.00064706	0.46318754	1085752.66561937
11.22500000	0.03445950	0.03445950	0.03445950	40000.00000000	0.00064825	0.46245844	1085509.29046136
11.25000000	0.03447683	0.03447683	0.03447683	40000.00000000	0.00064945	0.46173166	1085264.01643541
11.27500000	0.03449381	0.03449381	0.03449381	40000.00000000	0.00065064	0.46100723	1085016.84898821
11.30000000	0.03451046	0.03451046	0.03451046	40000.00000000	0.00065183	0.46028521	1084767.79360851
11.32500000	0.03452676	0.03452676	0.03452676	40000.00000000	0.00065302	0.45956564	1084516.85582696
11.35000000	0.03454272	0.03454272	0.03454272	40000.00000000	0.00065421	0.45884856	1084264.04121604
11.37500000	0.03455834	0.03455834	0.03455834	40000.00000000	0.00065540	0.45813403	1084009.35538989
11.40000000	0.03457363	0.03457363	0.03457363	40000.00000000	0.00065659	0.45742207	1083752.80400421
11.42500000	0.03458857	0.03458857	0.03458857	40000.00000000	0.00065777	0.45671274	1083494.39275613
11.45000000	0.03460316	0.03460316	0.03460316	40000.00000000	0.00065895	0.45600608	1083234.12738407
